PONTOS,Indice,DATA,HORARIO,NOME DA EMBARCACAO,COMPRIMENTO DO TRECHO,DURACAO DO TRECHO,VELOCIDADE,PERCURSO DO TRECHO,LATITUDE,LOGITUDE,MARE,TRAJETO
2410,2410,2013-06-10,14:27:00,MONIQUE,0.003,00:00:02,9.0,3.2° ,-11.067566666666666,-37.006083333333336,1,1.0
2411,2411,2013-06-10,14:27:02,MONIQUE,0.01,00:00:08,11.0,358.4° ,-11.067516666666666,-37.00606666666667,1,1.0
2412,2412,2013-06-10,14:27:10,MONIQUE,0.021,00:00:01,10.0,8.8° ,-11.0673,-37.006083333333336,1,1.0
2413,2413,2013-06-10,14:27:11,MONIQUE,0.003,00:00:04,12.0,5.5° ,-11.067283333333334,-37.006083333333336,1,1.0
2414,2414,2013-06-10,14:27:15,MONIQUE,0.012,00:00:09,11.0,2.3° ,-11.06715,-37.00606666666667,1,1.0
2415,2415,2013-06-10,14:27:24,MONIQUE,0.003,00:00:01,10.0,5.4° ,-11.0669,-37.00605,1,1.0
2416,2416,2013-06-10,14:27:25,MONIQUE,0.006,00:00:01,10.0,2.8° ,-11.066883333333333,-37.00605,1,1.0
2417,2417,2013-06-10,14:27:26,MONIQUE,0.004,00:00:01,10.0,9.9° ,-11.06685,-37.00605,1,1.0
2418,2418,2013-06-10,14:27:27,MONIQUE,0.004,00:00:03,11.0,0.0° ,-11.066833333333333,-37.00605,1,1.0
2419,2419,2013-06-10,14:27:30,MONIQUE,0.003,00:00:01,14.0,1.6° ,-11.06675,-37.00605,1,1.0
2420,2420,2013-06-10,14:27:31,MONIQUE,0.003,00:00:01,13.0,10.2° ,-11.066716666666666,-37.00605,1,1.0
2421,2421,2013-06-10,14:27:32,MONIQUE,0.008,00:00:01,11.0,18.5° ,-11.066683333333334,-37.006033333333335,1,1.0
2422,2422,2013-06-10,14:27:33,MONIQUE,0.013,00:00:02,9.0,17.5° ,-11.06665,-37.006033333333335,1,1.0
2423,2423,2013-06-10,14:27:35,MONIQUE,0.012,00:00:01,10.0,0.4° ,-11.066616666666667,-37.00601666666667,1,1.0
2424,2424,2013-06-10,14:27:36,MONIQUE,0.01,00:00:15,11.0,2.9° ,-11.066583333333334,-37.00601666666667,1,1.0
2425,2425,2013-06-10,14:27:51,MONIQUE,0.003,00:00:01,13.0,2.7° ,-11.066183333333333,-37.006,1,1.0
2426,2426,2013-06-10,14:27:52,MONIQUE,0.003,00:00:05,11.0,0.8° ,-11.06615,-37.006,1,1.0
2427,2427,2013-06-10,14:27:57,MONIQUE,0.003,00:00:01,11.0,4.3° ,-11.066016666666666,-37.006,1,1.0
2428,2428,2013-06-10,14:27:58,MONIQUE,0.006,00:00:03,12.0,4.0° ,-11.066,-37.00598333333333,1,1.0
2429,2429,2013-06-10,14:28:01,MONIQUE,0.007,00:00:07,11.0,6.0° ,-11.0659,-37.00598333333333,1,1.0
2430,2430,2013-06-10,14:28:08,MONIQUE,0.013,00:00:01,12.0,5.5° ,-11.065716666666667,-37.005966666666666,1,1.0
2431,2431,2013-06-10,14:28:09,MONIQUE,0.003,00:00:04,11.0,9.3° ,-11.065683333333334,-37.005966666666666,1,1.0
2432,2432,2013-06-10,14:28:13,MONIQUE,0.003,00:00:01,10.0,9.9° ,-11.065566666666667,-37.00595,1,1.0
2433,2433,2013-06-10,14:28:14,MONIQUE,0.01,00:00:02,11.0,1.8° ,-11.06555,-37.00593333333333,1,1.0
2434,2434,2013-06-10,14:28:16,MONIQUE,0.003,00:00:01,13.0,355.5° ,-11.0655,-37.00593333333333,1,1.0
2435,2435,2013-06-10,14:28:17,MONIQUE,0.006,00:00:01,13.0,358.8° ,-11.065466666666667,-37.00593333333333,1,1.0
2436,2436,2013-06-10,14:28:18,MONIQUE,0.019,00:00:01,12.0,10.2° ,-11.065433333333333,-37.00593333333333,1,1.0
2437,2437,2013-06-10,14:28:19,MONIQUE,0.034,00:00:01,12.0,18.4° ,-11.0654,-37.00593333333333,1,1.0
2438,2438,2013-06-10,14:28:20,MONIQUE,0.003,00:00:03,10.0,3.3° ,-11.065366666666666,-37.00593333333333,1,1.0
2439,2439,2013-06-10,14:28:23,MONIQUE,0.003,00:00:04,12.0,2.3° ,-11.0653,-37.005916666666664,1,1.0
2440,2440,2013-06-10,14:28:27,MONIQUE,0.009,00:00:04,11.0,9.9° ,-11.065183333333334,-37.005916666666664,1,1.0
2441,2441,2013-06-10,14:28:31,MONIQUE,0.003,00:00:03,12.0,358.1° ,-11.065066666666667,-37.0059,1,1.0
2442,2442,2013-06-10,14:28:34,MONIQUE,0.009,00:00:01,11.0,13.2° ,-11.064983333333334,-37.0059,1,1.0
2443,2443,2013-06-10,14:28:35,MONIQUE,0.003,00:00:01,10.0,18.2° ,-11.06495,-37.0059,1,1.0
2444,2444,2013-06-10,14:28:36,MONIQUE,0.019,00:00:01,10.0,15.2° ,-11.064933333333334,-37.00588333333334,1,1.0
2445,2445,2013-06-10,14:28:37,MONIQUE,0.009,00:00:02,10.0,7.6° ,-11.0649,-37.00588333333334,1,1.0
2446,2446,2013-06-10,14:28:39,MONIQUE,0.003,00:00:02,12.0,3.9° ,-11.06485,-37.00586666666667,1,1.0
2447,2447,2013-06-10,14:28:41,MONIQUE,0.022,00:00:04,12.0,4.4° ,-11.0648,-37.00586666666667,1,1.0
2448,2448,2013-06-10,14:28:45,MONIQUE,0.022,00:00:01,10.0,9.0° ,-11.064666666666668,-37.00586666666667,1,1.0
2449,2449,2013-06-10,14:28:46,MONIQUE,0.003,00:00:01,10.0,4.1° ,-11.06465,-37.00585,1,1.0
2450,2450,2013-06-10,14:28:47,MONIQUE,0.003,00:00:03,12.0,8.0° ,-11.064616666666666,-37.00585,1,1.0
2451,2451,2013-06-10,14:28:50,MONIQUE,0.003,00:00:01,12.0,9.3° ,-11.064533333333333,-37.005833333333335,1,1.0
2452,2452,2013-06-10,14:28:51,MONIQUE,0.003,00:00:02,11.0,11.6° ,-11.0645,-37.005833333333335,1,1.0
2453,2453,2013-06-10,14:28:53,MONIQUE,0.007,00:00:06,11.0,11.1° ,-11.06445,-37.00581666666667,1,1.0
2454,2454,2013-06-10,14:28:59,MONIQUE,0.003,00:00:11,11.0,18.0° ,-11.064283333333334,-37.00578333333333,1,1.0
2455,2455,2013-06-10,14:29:10,MONIQUE,0.006,00:00:01,11.0,11.4° ,-11.064,-37.0057,1,1.0
2456,2456,2013-06-10,14:29:11,MONIQUE,0.003,00:00:01,11.0,8.0° ,-11.063966666666667,-37.00568333333333,1,1.0
2457,2457,2013-06-10,14:29:12,MONIQUE,0.006,00:00:03,11.0,10.3° ,-11.063933333333333,-37.00568333333333,1,1.0
2458,2458,2013-06-10,14:29:15,MONIQUE,0.013,00:00:01,10.0,11.8° ,-11.06385,-37.00566666666667,1,1.0
2459,2459,2013-06-10,14:29:16,MONIQUE,0.006,00:00:03,11.0,8.1° ,-11.063833333333333,-37.00566666666667,1,1.0
2460,2460,2013-06-10,14:29:19,MONIQUE,0.006,00:00:01,12.0,11.7° ,-11.06375,-37.00565,1,1.0
2461,2461,2013-06-10,14:29:20,MONIQUE,0.01,00:00:06,11.0,10.1° ,-11.063716666666666,-37.00565,1,1.0
2462,2462,2013-06-10,14:29:26,MONIQUE,0.003,00:00:03,11.0,9.8° ,-11.06355,-37.00561666666667,1,1.0
2463,2463,2013-06-10,14:29:29,MONIQUE,0.003,00:00:01,12.0,17.2° ,-11.063483333333334,-37.0056,1,1.0
2464,2464,2013-06-10,14:29:30,MONIQUE,0.003,00:00:07,11.0,12.5° ,-11.06345,-37.0056,1,1.0
2465,2465,2013-06-10,14:29:37,MONIQUE,0.003,00:00:07,11.0,10.9° ,-11.06325,-37.00555,1,1.0
2466,2466,2013-06-10,14:29:44,MONIQUE,0.017,00:00:01,11.0,20.8° ,-11.063066666666666,-37.005516666666665,1,1.0
2467,2467,2013-06-10,14:29:45,MONIQUE,0.007,00:00:01,10.0,23.2° ,-11.063033333333333,-37.0055,1,1.0
2468,2468,2013-06-10,14:29:46,MONIQUE,0.036,00:00:01,10.0,14.0° ,-11.063016666666666,-37.0055,1,1.0
2469,2469,2013-06-10,14:29:47,MONIQUE,0.021,00:00:01,11.0,4.0° ,-11.062983333333333,-37.00548333333333,1,1.0
2470,2470,2013-06-10,14:29:48,MONIQUE,0.004,00:00:02,13.0,1.2° ,-11.062966666666666,-37.00548333333333,1,1.0
2471,2471,2013-06-10,14:29:50,MONIQUE,0.002,00:00:01,12.0,3.8° ,-11.0629,-37.00548333333333,1,1.0
2472,2472,2013-06-10,14:29:51,MONIQUE,0.003,00:00:02,10.0,6.4° ,-11.062866666666666,-37.00548333333333,1,1.0
2473,2473,2013-06-10,14:29:53,MONIQUE,0.006,00:00:01,9.0,6.3° ,-11.062816666666667,-37.00546666666666,1,1.0
2474,2474,2013-06-10,14:29:54,MONIQUE,0.043,00:00:02,10.0,8.5° ,-11.062783333333334,-37.00546666666666,1,1.0
2475,2475,2013-06-10,14:29:56,MONIQUE,0.001,00:00:04,12.0,5.2° ,-11.062733333333334,-37.00546666666666,1,1.0
2476,2476,2013-06-10,14:30:00,MONIQUE,0.002,00:00:02,10.0,10.7° ,-11.062616666666667,-37.00545,1,1.0
2477,2477,2013-06-10,14:30:02,MONIQUE,0.001,00:00:02,12.0,357.9° ,-11.062566666666667,-37.00545,1,1.0
2478,2478,2013-06-10,14:30:04,MONIQUE,0.001,00:00:03,12.0,5.3° ,-11.062516666666667,-37.00545,1,1.0
2479,2479,2013-06-10,14:30:07,MONIQUE,0.001,00:00:01,10.0,20.4° ,-11.062416666666667,-37.005433333333336,1,1.0
2480,2480,2013-06-10,14:30:08,MONIQUE,0.001,00:00:01,9.0,6.2° ,-11.0624,-37.005433333333336,1,1.0
2481,2481,2013-06-10,14:30:09,MONIQUE,0.003,00:00:01,10.0,356.5° ,-11.062366666666666,-37.005433333333336,1,1.0
2482,2482,2013-06-10,14:30:10,MONIQUE,0.001,00:00:01,11.0,356.4° ,-11.06235,-37.005433333333336,1,1.0
2483,2483,2013-06-10,14:30:11,MONIQUE,0.001,00:00:05,12.0,1.5° ,-11.062316666666666,-37.005433333333336,1,1.0
2484,2484,2013-06-10,14:30:16,MONIQUE,0.003,00:00:02,12.0,3.0° ,-11.062166666666666,-37.00541666666667,1,1.0
2485,2485,2013-06-10,14:30:18,MONIQUE,0.001,00:00:12,11.0,359.3° ,-11.062116666666666,-37.00541666666667,1,1.0
2486,2486,2013-06-10,14:30:30,MONIQUE,0.002,00:00:08,10.0,355.3° ,-11.0618,-37.005433333333336,1,1.0
2487,2487,2013-06-10,14:30:38,MONIQUE,0.007,00:00:02,7.0,351.6° ,-11.0616,-37.005433333333336,1,1.0
2488,2488,2013-06-10,14:30:40,MONIQUE,0.012,00:00:01,8.0,6.8° ,-11.061566666666666,-37.00545,1,1.0
2489,2489,2013-06-10,14:30:41,MONIQUE,0.001,00:00:01,10.0,0.6° ,-11.06155,-37.00545,1,1.0
2490,2490,2013-06-10,14:30:42,MONIQUE,0.004,00:00:02,10.0,0.1° ,-11.061533333333333,-37.00545,1,1.0
2491,2491,2013-06-10,14:30:44,MONIQUE,0.002,00:00:27,6.0,7.6° ,-11.061483333333333,-37.00545,1,1.0
2492,2492,2013-06-10,14:31:11,MONIQUE,0.007,00:00:01,5.0,23.2° ,-11.0611,-37.0054,1,1.0
2493,2493,2013-06-10,14:31:12,MONIQUE,0.008,00:00:01,6.0,52.3° ,-11.061083333333332,-37.005383333333334,1,1.0
2494,2494,2013-06-10,14:31:13,MONIQUE,0.005,00:00:01,5.0,72.8° ,-11.061066666666667,-37.005383333333334,1,1.0
2495,2495,2013-06-10,14:31:14,MONIQUE,0.003,00:00:01,2.4,55.8° ,-11.061066666666667,-37.00536666666667,1,1.0
2496,2496,2013-06-10,14:31:15,MONIQUE,0.008,00:00:01,2.7,357.9° ,-11.061066666666667,-37.00536666666667,1,1.0
2497,2497,2013-06-10,14:31:16,MONIQUE,0.002,00:00:01,3.6,1.6° ,-11.061066666666667,-37.00536666666667,1,1.0
2498,2498,2013-06-10,14:31:17,MONIQUE,0.003,00:00:02,5.0,0.0° ,-11.06105,-37.00536666666667,1,1.0
2499,2499,2013-06-10,14:31:19,MONIQUE,0.001,00:00:01,4.0,41.8° ,-11.061033333333333,-37.00536666666667,1,1.0
2500,2500,2013-06-10,14:31:20,MONIQUE,0.003,00:00:01,3.4,81.4° ,-11.061016666666667,-37.00535,1,1.0
2501,2501,2013-06-10,14:31:21,MONIQUE,0.016,00:00:04,2.9,12.3° ,-11.061016666666667,-37.00535,1,1.0
2502,2502,2013-06-10,14:31:25,MONIQUE,0.006,00:00:01,2.9,36.0° ,-11.060983333333333,-37.00533333333333,1,1.0
2503,2503,2013-06-10,14:31:26,MONIQUE,0.001,00:00:02,2.9,21.9° ,-11.060983333333333,-37.00533333333333,1,1.0
2504,2504,2013-06-10,14:31:28,MONIQUE,0.003,00:00:07,3.4,30.4° ,-11.060966666666667,-37.00533333333333,1,1.0
2505,2505,2013-06-10,14:31:35,MONIQUE,0.006,00:00:09,5.0,29.2° ,-11.060916666666667,-37.0053,1,1.0
2506,2506,2013-06-10,14:31:44,MONIQUE,0.001,00:00:01,5.0,42.1° ,-11.060833333333333,-37.00525,1,1.0
2507,2507,2013-06-10,14:31:45,MONIQUE,0.001,00:00:03,5.0,22.1° ,-11.060816666666666,-37.00523333333334,1,1.0
2508,2508,2013-06-10,14:31:48,MONIQUE,0.004,00:00:01,6.0,16.0° ,-11.060783333333333,-37.00521666666667,1,1.0
2509,2509,2013-06-10,14:31:49,MONIQUE,0.005,00:00:04,6.0,18.5° ,-11.060766666666666,-37.00521666666667,1,1.0
2510,2510,2013-06-10,14:31:53,MONIQUE,0.002,00:00:06,5.0,13.7° ,-11.060716666666666,-37.0052,1,1.0
